car_directory,cars,total,cars_70,cars_90,brand,model,year,brand_and_model,span_years,gap,cars_brand_model,cars_brand_model_70
audi_a6_2004,88,207,88,86,audi,a6,2004,audi_a6,18,0,1590,1565
renault_twizy_2018,112,225,94,67,renault,twizy,2018,renault_twizy,7,3,443,380
nissan_pixo_2010,130,255,129,121,nissan,pixo,2010,nissan_pixo,5,0,592,584
mercedes-benz_a-140_2002,95,196,94,92,mercedes-benz,a-140,2002,mercedes-benz_a-140,5,0,592,581
mazda_2_2010,114,217,111,110,mazda,2,2010,mazda_2,16,0,1802,1780
chevrolet_cruze_2009,92,173,90,84,chevrolet,cruze,2009,chevrolet_cruze,6,0,802,793
mercedes-benz_sl-55-amg_2003,117,239,114,109,mercedes-benz,sl-55-amg,2003,mercedes-benz_sl-55-amg,4,0,514,501
alfa-romeo_giulietta_2010,164,365,162,156,alfa-romeo,giulietta,2010,alfa-romeo_giulietta,9,0,1087,1065
ford_tourneo-connect_2016,81,225,80,79,ford,tourneo-connect,2016,ford_tourneo-connect,11,2,840,828
ford_tourneo_2018,92,230,92,90,ford,tourneo,2018,ford_tourneo,4,0,372,372
seat_exeo_2012,87,206,85,85,seat,exeo,2012,seat_exeo,6,0,616,609
mercedes-benz_200_2014,91,267,90,88,mercedes-benz,200,2014,mercedes-benz_200,18,2,1862,1852
fiat_grande-punto_2008,163,337,162,155,fiat,grande-punto,2008,fiat_grande-punto,12,0,1471,1456
chrysler_pt-cruiser_2003,161,327,160,155,chrysler,pt-cruiser,2003,chrysler_pt-cruiser,8,0,1118,1097
mercedes-benz_220_2017,150,370,150,146,mercedes-benz,220,2017,mercedes-benz_220,6,0,805,801
honda_insight_2011,89,212,89,88,honda,insight,2011,honda_insight,3,0,269,265
land-rover_discovery_2010,105,237,104,100,land-rover,discovery,2010,land-rover_discovery,18,0,1966,1922
audi_s3_2012,134,261,133,128,audi,s3,2012,audi_s3,18,4,1654,1616
nissan_micra_2001,114,216,112,109,nissan,micra,2001,nissan_micra,18,0,2167,2149
nissan_murano_2011,87,231,87,83,nissan,murano,2011,nissan_murano,10,0,931,921
ferrari_599_2010,101,223,99,88,ferrari,599,2010,ferrari_599,4,0,459,452
bmw_645_2006,42,74,42,41,bmw,645,2006,bmw_645,3,0,388,378
bmw_230_2018,79,244,78,77,bmw,230,2018,bmw_230,2,0,164,163
chrysler_voyager_2005,90,219,89,88,chrysler,voyager,2005,chrysler_voyager,8,0,848,838
seat_ibiza_2012,153,352,151,147,seat,ibiza,2012,seat_ibiza,18,0,2393,2356
volkswagen_t5-kombi_2008,95,237,93,91,volkswagen,t5-kombi,2008,volkswagen_t5-kombi,12,0,1043,1032
audi_s8_2014,111,315,107,103,audi,s8,2014,audi_s8,11,5,604,590
volkswagen_scirocco_2014,87,202,86,81,volkswagen,scirocco,2014,volkswagen_scirocco,11,0,1481,1458
renault_clio_2012,115,286,115,114,renault,clio,2012,renault_clio,18,0,2174,2142
kia_picanto_2016,102,250,101,98,kia,picanto,2016,kia_picanto,15,0,1817,1799
nissan_x-trail_2015,89,220,88,86,nissan,x-trail,2015,nissan_x-trail,17,0,1930,1918
seat_altea-xl_2014,98,236,96,91,seat,altea-xl,2014,seat_altea-xl,10,0,1025,1013
citroen_ds3_2015,107,238,103,95,citroen,ds3,2015,citroen_ds3,9,0,1128,1099
mercedes-benz_c-200_2018,128,363,122,117,mercedes-benz,c-200,2018,mercedes-benz_c-200,18,0,2382,2346
ford_tourneo-custom_2015,94,206,93,91,ford,tourneo-custom,2015,ford_tourneo-custom,5,0,532,526
jeep_cherokee_2014,96,251,94,89,jeep,cherokee,2014,jeep_cherokee,18,1,1769,1738
ligier_js_2015,78,139,78,78,ligier,js,2015,ligier_js,4,0,379,376
mercedes-benz_g-350_2017,105,273,100,87,mercedes-benz,g-350,2017,mercedes-benz_g-350,8,0,783,744
nissan_navara_2017,93,235,92,91,nissan,navara,2017,nissan_navara,14,0,1672,1640
mitsubishi_pajero_2001,150,331,142,132,mitsubishi,pajero,2001,mitsubishi_pajero,18,0,1995,1932
chrysler_grand-voyager_2012,17,44,17,17,chrysler,grand-voyager,2012,chrysler_grand-voyager,11,0,1066,1059
hyundai_i10_2017,140,346,138,131,hyundai,i10,2017,hyundai_i10,11,0,1379,1370
ssangyong_rexton_2005,168,354,166,160,ssangyong,rexton,2005,ssangyong_rexton,15,5,1281,1259
audi_a6-allroad_2001,66,134,66,66,audi,a6-allroad,2001,audi_a6-allroad,18,0,1822,1786
mercedes-benz_citan_2018,72,235,72,69,mercedes-benz,citan,2018,mercedes-benz_citan,6,0,470,465
citroen_c4-picasso_2016,171,437,169,164,citroen,c4-picasso,2016,citroen_c4-picasso,12,0,1412,1394
chevrolet_camaro_2014,139,254,136,128,chevrolet,camaro,2014,chevrolet_camaro,8,0,1107,1090
fiat_bravo_2015,26,52,26,26,fiat,bravo,2015,fiat_bravo,15,5,1068,1045
bmw_420_2016,173,395,172,170,bmw,420,2016,bmw_420,6,0,739,725
mercedes-benz_e-63-amg_2014,123,302,122,113,mercedes-benz,e-63-amg,2014,mercedes-benz_e-63-amg,12,2,1010,984
mini_cooper-s-cabrio_2018,154,434,153,145,mini,cooper-s-cabrio,2018,mini_cooper-s-cabrio,14,0,1719,1674
chevrolet_spark_2012,185,412,180,176,chevrolet,spark,2012,chevrolet_spark,5,0,631,621
mazda_2_2013,108,228,106,104,mazda,2,2013,mazda_2,16,0,1802,1780
mercedes-benz_c-400_2017,93,260,90,84,mercedes-benz,c-400,2017,mercedes-benz_c-400,4,0,379,365
mercedes-benz_vito_2018,165,424,160,149,mercedes-benz,vito,2018,mercedes-benz_vito,18,0,1921,1886
mercedes-benz_b-160_2010,113,263,112,107,mercedes-benz,b-160,2010,mercedes-benz_b-160,9,1,750,744
fiat_bravo_2012,79,188,79,76,fiat,bravo,2012,fiat_bravo,15,5,1068,1045
honda_civic_2013,108,219,107,106,honda,civic,2013,honda_civic,18,0,2569,2507
mitsubishi_asx_2017,90,218,89,80,mitsubishi,asx,2017,mitsubishi_asx,9,0,947,933
volkswagen_jetta_2017,19,42,19,19,volkswagen,jetta,2017,volkswagen_jetta,12,0,1466,1448
peugeot_expert_2007,165,321,165,164,peugeot,expert,2007,peugeot_expert,14,1,1537,1526
mercedes-benz_sl-350_2006,235,443,231,222,mercedes-benz,sl-350,2006,mercedes-benz_sl-350,12,1,1487,1465
opel_combo_2017,99,223,96,94,opel,combo,2017,opel_combo,17,0,2065,2038
hyundai_santa-fe_2009,91,221,90,90,hyundai,santa-fe,2009,hyundai_santa-fe,17,0,1728,1716
seat_alhambra_2009,81,208,80,78,seat,alhambra,2009,seat_alhambra,18,0,1790,1782
mercedes-benz_e-280_2008,98,230,96,92,mercedes-benz,e-280,2008,mercedes-benz_e-280,6,0,742,734
chevrolet_camaro_2017,111,239,111,109,chevrolet,camaro,2017,chevrolet_camaro,8,0,1107,1090
renault_koleos_2012,85,231,85,84,renault,koleos,2012,renault_koleos,11,1,869,861
opel_mokka_2018,69,245,66,64,opel,mokka,2018,opel_mokka,7,0,645,640
kia_carens_2015,93,244,92,92,kia,carens,2015,kia_carens,16,2,1544,1524
seat_altea_2013,93,238,93,91,seat,altea,2013,seat_altea,12,0,1289,1272
peugeot_rcz_2013,82,200,78,74,peugeot,rcz,2013,peugeot_rcz,7,0,820,802
subaru_legacy_2011,108,257,108,105,subaru,legacy,2011,subaru_legacy,9,0,962,952
nissan_370z_2015,127,244,126,122,nissan,370z,2015,nissan_370z,8,0,916,907
kia_rio_2006,88,217,87,86,kia,rio,2006,kia_rio,17,0,1962,1936
abarth_500c_2013,102,223,101,99,abarth,500c,2013,abarth_500c,6,0,694,687
bmw_330_2017,139,404,136,132,bmw,330,2017,bmw_330,18,0,2567,2518
fiat_500c_2017,112,263,105,101,fiat,500c,2017,fiat_500c,10,0,1268,1238
bmw_125_2015,88,226,88,87,bmw,125,2015,bmw_125,11,2,1076,1058
mini_one-cabrio_2008,125,208,121,114,mini,one-cabrio,2008,mini_one-cabrio,13,1,1339,1316
lancia_lybra_2001,132,292,129,126,lancia,lybra,2001,lancia_lybra,5,0,410,397
ds-automobiles_ds-3_2010,154,348,154,153,ds-automobiles,ds-3,2010,ds-automobiles_ds-3,9,0,1091,1067
audi_s5_2017,129,279,124,119,audi,s5,2017,audi_s5,12,0,1420,1381
peugeot_308_2010,102,207,101,96,peugeot,308,2010,peugeot_308,12,0,1414,1396
opel_vectra_2002,164,330,162,157,opel,vectra,2002,opel_vectra,9,0,1274,1259
citroen_c1_2006,119,236,117,111,citroen,c1,2006,citroen_c1,13,0,1435,1410
ds-automobiles_ds-5_2016,141,438,141,140,ds-automobiles,ds-5,2016,ds-automobiles_ds-5,7,0,803,792
toyota_prius_2018,71,201,70,67,toyota,prius,2018,toyota_prius,13,0,1405,1381
iveco_daily_2016,84,219,76,61,iveco,daily,2016,iveco_daily,18,0,1886,1725
bentley_continental_2017,120,288,117,112,bentley,continental,2017,bentley_continental,15,0,1830,1783
audi_tt_2016,120,282,119,114,audi,tt,2016,audi_tt,18,0,2359,2315
mercedes-benz_slc-250_2017,87,222,83,80,mercedes-benz,slc-250,2017,mercedes-benz_slc-250,2,0,119,115
bmw_1er-m-coupé_2012,120,273,116,114,bmw,1er-m-coupé,2012,bmw_1er-m-coupé,3,0,245,238
land-rover_defender_2015,117,266,114,100,land-rover,defender,2015,land-rover_defender,17,0,1800,1702
mercedes-benz_s-320_2007,93,209,92,87,mercedes-benz,s-320,2007,mercedes-benz_s-320,9,0,1052,1038
fiat_freemont_2011,155,375,154,152,fiat,freemont,2011,fiat_freemont,6,0,728,716
jeep_grand-cherokee_2009,85,202,82,81,jeep,grand-cherokee,2009,jeep_grand-cherokee,18,0,1980,1949
ds-automobiles_ds-5_2014,105,263,105,105,ds-automobiles,ds-5,2014,ds-automobiles_ds-5,7,0,803,792
peugeot_308_2008,137,347,136,132,peugeot,308,2008,peugeot_308,12,0,1414,1396
daewoo_kalos_2003,155,339,152,147,daewoo,kalos,2003,daewoo_kalos,3,0,317,312
mitsubishi_outlander_2016,92,250,89,86,mitsubishi,outlander,2016,mitsubishi_outlander,15,0,1426,1409
bmw_730_2004,98,212,97,91,bmw,730,2004,bmw_730,16,0,1569,1551
peugeot_bipper_2015,172,395,167,165,peugeot,bipper,2015,peugeot_bipper,11,0,1391,1376
volkswagen_others_2011,114,238,113,106,volkswagen,others,2011,volkswagen_others,18,1,1845,1802
abarth_500_2013,109,237,108,107,abarth,500,2013,abarth_500,11,0,1384,1362
mini_one_2005,102,209,102,97,mini,one,2005,mini_one,18,0,2234,2205
fiat_sedici_2011,185,389,185,182,fiat,sedici,2011,fiat_sedici,9,0,1178,1169
mercedes-benz_s-500_2016,119,283,117,115,mercedes-benz,s-500,2016,mercedes-benz_s-500,18,0,1870,1824
mercedes-benz_c-240_2001,186,364,181,175,mercedes-benz,c-240,2001,mercedes-benz_c-240,3,0,369,360
chevrolet_epica_2008,82,171,81,75,chevrolet,epica,2008,chevrolet_epica,2,0,172,171
renault_clio_2017,119,281,119,117,renault,clio,2017,renault_clio,18,0,2174,2142
mazda_mx-5_2018,143,272,139,130,mazda,mx-5,2018,mazda_mx-5,18,0,2864,2800
alfa-romeo_147_2006,162,333,153,149,alfa-romeo,147,2006,alfa-romeo_147,11,0,1315,1283
bmw_318_2018,65,213,63,63,bmw,318,2018,bmw_318,18,0,2245,2216
suzuki_jimny_2016,112,260,107,100,suzuki,jimny,2016,suzuki_jimny,18,0,2602,2499
audi_a8_2002,114,252,112,107,audi,a8,2002,audi_a8,18,1,1796,1769
mercedes-benz_b-180_2016,96,310,96,93,mercedes-benz,b-180,2016,mercedes-benz_b-180,14,0,1822,1795
mercedes-benz_a-140_2003,175,362,171,169,mercedes-benz,a-140,2003,mercedes-benz_a-140,5,0,592,581
abarth_595c_2017,90,241,89,88,abarth,595c,2017,abarth_595c,3,0,284,280
nissan_navara_2007,114,239,111,104,nissan,navara,2007,nissan_navara,14,0,1672,1640
fiat_500l_2015,176,390,176,174,fiat,500l,2015,fiat_500l,7,0,990,982
jeep_cherokee_2004,134,288,132,128,jeep,cherokee,2004,jeep_cherokee,18,1,1769,1738
honda_accord_2004,111,234,110,106,honda,accord,2004,honda_accord,14,1,1360,1345
rover_75_2001,67,135,65,64,rover,75,2001,rover_75,4,0,281,274
renault_koleos_2015,74,258,73,72,renault,koleos,2015,renault_koleos,11,1,869,861
fiat_panda_2012,179,399,179,177,fiat,panda,2012,fiat_panda,18,0,2587,2561
peugeot_3008_2015,105,316,103,99,peugeot,3008,2015,peugeot_3008,10,0,1057,1034
volkswagen_crafter_2010,102,255,96,91,volkswagen,crafter,2010,volkswagen_crafter,12,0,1267,1214
peugeot_partner_2006,163,359,162,159,peugeot,partner,2006,peugeot_partner,18,0,2256,2225
ford_fiesta_2010,112,246,110,108,ford,fiesta,2010,ford_fiesta,18,0,2469,2417
toyota_corolla_2003,164,389,163,162,toyota,corolla,2003,toyota_corolla,10,0,1201,1191
mercedes-benz_clk-280_2006,95,183,92,89,mercedes-benz,clk-280,2006,mercedes-benz_clk-280,2,0,198,192
audi_a6_2002,100,199,96,93,audi,a6,2002,audi_a6,18,0,1590,1565
audi_r8_2017,106,281,103,94,audi,r8,2017,audi_r8,12,0,1448,1404
land-rover_defender_2017,26,65,25,20,land-rover,defender,2017,land-rover_defender,17,0,1800,1702
mini_cooper-s_2004,182,372,180,172,mini,cooper-s,2004,mini_cooper-s,17,0,1931,1891
nissan_leaf_2016,106,242,104,99,nissan,leaf,2016,nissan_leaf,6,0,584,570
dodge_challenger_2016,115,245,110,104,dodge,challenger,2016,dodge_challenger,4,0,461,447
fiat_idea_2007,137,302,137,136,fiat,idea,2007,fiat_idea,9,0,1098,1089
bmw_430_2017,70,211,68,66,bmw,430,2017,bmw_430,5,0,480,470
mercedes-benz_cls-220_2015,89,236,89,85,mercedes-benz,cls-220,2015,mercedes-benz_cls-220,4,0,335,327
subaru_legacy_2005,94,231,93,91,subaru,legacy,2005,subaru_legacy,9,0,962,952
volkswagen_tiguan_2016,111,285,111,109,volkswagen,tiguan,2016,volkswagen_tiguan,11,0,1037,1022
jeep_compass_2017,77,224,76,75,jeep,compass,2017,jeep_compass,12,2,1217,1205
volkswagen_passat-alltrack_2018,74,237,72,69,volkswagen,passat-alltrack,2018,volkswagen_passat-alltrack,7,0,648,634
ford_galaxy_2004,139,336,137,133,ford,galaxy,2004,ford_galaxy,18,0,2008,1987
iveco_daily_2004,157,318,145,126,iveco,daily,2004,iveco_daily,18,0,1886,1725
volkswagen_golf-plus_2014,87,212,87,86,volkswagen,golf-plus,2014,volkswagen_golf-plus,11,0,1155,1143
opel_corsa_2003,185,340,183,179,opel,corsa,2003,opel_corsa,18,0,2789,2761
land-rover_range-rover-evoque_2012,85,228,82,79,land-rover,range-rover-evoque,2012,land-rover_range-rover-evoque,8,0,870,851
abarth_500_2017,102,276,102,99,abarth,500,2017,abarth_500,11,0,1384,1362
hyundai_i20_2017,185,431,184,181,hyundai,i20,2017,hyundai_i20,10,0,1060,1052
suzuki_baleno_2017,102,290,99,97,suzuki,baleno,2017,suzuki_baleno,3,0,296,290
opel_meriva_2018,31,60,29,28,opel,meriva,2018,opel_meriva,16,0,1912,1871
skoda_yeti_2017,68,181,67,64,skoda,yeti,2017,skoda_yeti,10,0,853,847
bmw_528_2014,86,244,85,82,bmw,528,2014,bmw_528,7,0,652,643
seat_altea-xl_2008,117,290,116,115,seat,altea-xl,2008,seat_altea-xl,10,0,1025,1013
volkswagen_passat-variant_2002,155,331,154,151,volkswagen,passat-variant,2002,volkswagen_passat-variant,18,0,1952,1929
bmw_116_2016,148,381,147,145,bmw,116,2016,bmw_116,15,0,1967,1924
citroen_jumper_2006,89,230,87,82,citroen,jumper,2006,citroen_jumper,15,0,1789,1737
volkswagen_up!_2017,96,268,96,90,volkswagen,up!,2017,volkswagen_up!,7,0,636,624
porsche_997_2011,137,270,136,134,porsche,997,2011,porsche_997,9,0,991,970
hyundai_i20_2012,97,263,97,97,hyundai,i20,2012,hyundai_i20,10,0,1060,1052
volkswagen_passat_2014,79,239,78,77,volkswagen,passat,2014,volkswagen_passat,18,0,2009,1979
mini_cooper-cabrio_2010,96,206,94,87,mini,cooper-cabrio,2010,mini_cooper-cabrio,14,0,1839,1803
fiat_seicento_2004,162,307,160,155,fiat,seicento,2004,fiat_seicento,7,0,869,851
land-rover_freelander_2006,156,366,152,144,land-rover,freelander,2006,land-rover_freelander,15,0,1693,1647
mercedes-benz_clk-230_2001,122,218,120,119,mercedes-benz,clk-230,2001,mercedes-benz_clk-230,2,0,209,204
mini_john-cooper-works_2012,191,395,185,167,mini,john-cooper-works,2012,mini_john-cooper-works,12,1,1138,1101
alfa-romeo_gt_2004,102,217,100,97,alfa-romeo,gt,2004,alfa-romeo_gt,7,0,847,838
ford_transit_2017,104,239,96,89,ford,transit,2017,ford_transit,18,0,2133,2033
ferrari_360_2003,119,214,112,109,ferrari,360,2003,ferrari_360,5,0,590,574
porsche_panamera_2018,94,254,92,81,porsche,panamera,2018,porsche_panamera,10,0,1116,1084
mercedes-benz_viano_2010,93,252,92,85,mercedes-benz,viano,2010,mercedes-benz_viano,12,0,1275,1257
opel_zafira_2007,92,206,91,89,opel,zafira,2007,opel_zafira,18,0,2137,2116
mercedes-benz_200_2015,102,263,101,99,mercedes-benz,200,2015,mercedes-benz_200,18,2,1862,1852
audi_s6_2013,112,278,109,107,audi,s6,2013,audi_s6,18,9,780,762
suzuki_jimny_2006,94,217,91,85,suzuki,jimny,2006,suzuki_jimny,18,0,2602,2499
skoda_yeti_2013,87,208,86,85,skoda,yeti,2013,skoda_yeti,10,0,853,847
mini_cooper-countryman_2010,83,238,81,80,mini,cooper-countryman,2010,mini_cooper-countryman,9,0,941,923
citroen_xsara-picasso_2010,102,255,99,97,citroen,xsara-picasso,2010,citroen_xsara-picasso,10,0,1440,1429
mini_cooper-d-countryman_2018,159,381,156,149,mini,cooper-d-countryman,2018,mini_cooper-d-countryman,9,0,1183,1166
mercedes-benz_e-200_2016,109,266,107,105,mercedes-benz,e-200,2016,mercedes-benz_e-200,18,0,2097,2062
porsche_911_2004,126,256,123,113,porsche,911,2004,porsche_911,18,0,2167,2106
ford_kuga_2013,80,216,77,76,ford,kuga,2013,ford_kuga,11,0,1023,1010
kia_cee'd_2009,193,402,191,189,kia,cee'd,2009,kia_cee'd,12,0,1391,1375
chevrolet_matiz_2009,94,200,93,90,chevrolet,matiz,2009,chevrolet_matiz,7,0,942,932
bmw_325_2002,112,217,109,100,bmw,325,2002,bmw_325,16,0,1962,1904
jeep_wrangler_2008,106,216,100,85,jeep,wrangler,2008,jeep_wrangler,18,1,1824,1724
mini_john-cooper-works-clubman_2017,92,266,90,85,mini,john-cooper-works-clubman,2017,mini_john-cooper-works-clubman,2,0,167,163
dacia_dokker_2014,114,269,111,109,dacia,dokker,2014,dacia_dokker,6,0,585,577
audi_a6-allroad_2009,75,201,74,71,audi,a6-allroad,2009,audi_a6-allroad,18,0,1822,1786
honda_civic_2010,112,215,106,104,honda,civic,2010,honda_civic,18,0,2569,2507
bmw_330_2002,117,234,115,105,bmw,330,2002,bmw_330,18,0,2567,2518
bmw_535_2015,76,219,74,72,bmw,535,2015,bmw_535,13,0,1356,1333
audi_rs5_2017,161,333,156,146,audi,rs5,2017,audi_rs5,9,1,1033,1006
volkswagen_t4-multivan_2002,101,227,99,95,volkswagen,t4-multivan,2002,volkswagen_t4-multivan,3,0,265,261
bmw_m3_2016,97,238,97,93,bmw,m3,2016,bmw_m3,18,1,1834,1777
alfa-romeo_gt_2009,143,342,142,138,alfa-romeo,gt,2009,alfa-romeo_gt,7,0,847,838
bentley_flying-spur_2015,85,246,84,83,bentley,flying-spur,2015,bentley_flying-spur,1,0,85,84
jeep_grand-cherokee_2017,91,229,91,84,jeep,grand-cherokee,2017,jeep_grand-cherokee,18,0,1980,1949
mercedes-benz_a-200_2014,163,398,151,143,mercedes-benz,a-200,2014,mercedes-benz_a-200,14,0,1597,1564
land-rover_freelander_2014,92,230,90,88,land-rover,freelander,2014,land-rover_freelander,15,0,1693,1647
peugeot_partner_2018,102,243,99,97,peugeot,partner,2018,peugeot_partner,18,0,2256,2225
skoda_fabia_2005,101,220,98,95,skoda,fabia,2005,skoda_fabia,18,0,1894,1874
mercedes-benz_c-200_2004,96,217,95,92,mercedes-benz,c-200,2004,mercedes-benz_c-200,18,0,2382,2346
mini_cooper-d-clubman_2012,93,226,91,85,mini,cooper-d-clubman,2012,mini_cooper-d-clubman,11,0,1109,1084
audi_q7_2006,102,242,102,102,audi,q7,2006,audi_q7,13,0,1298,1281
abarth_500c_2016,57,109,57,56,abarth,500c,2016,abarth_500c,6,0,694,687
opel_vivaro_2005,76,206,74,72,opel,vivaro,2005,opel_vivaro,16,0,1726,1682
mini_cooper-s_2018,7,16,6,6,mini,cooper-s,2018,mini_cooper-s,17,0,1931,1891
citroen_c8_2007,123,310,119,112,citroen,c8,2007,citroen_c8,11,0,1198,1179
jeep_cherokee_2011,62,148,60,57,jeep,cherokee,2011,jeep_cherokee,18,1,1769,1738
hyundai_coupe_2001,61,119,61,61,hyundai,coupe,2001,hyundai_coupe,6,0,546,540
suzuki_celerio_2018,97,235,96,95,suzuki,celerio,2018,suzuki_celerio,4,0,390,385
nissan_navara_2011,182,427,180,175,nissan,navara,2011,nissan_navara,14,0,1672,1640
mini_cooper-clubman_2010,140,270,137,134,mini,cooper-clubman,2010,mini_cooper-clubman,11,2,976,951
peugeot_partner_2010,186,427,184,178,peugeot,partner,2010,peugeot_partner,18,0,2256,2225
bmw_430_2016,85,220,83,82,bmw,430,2016,bmw_430,5,0,480,470
kia_sorento_2012,88,213,87,87,kia,sorento,2012,kia_sorento,16,0,1849,1830
mercedes-benz_vito_2004,93,214,90,87,mercedes-benz,vito,2004,mercedes-benz_vito,18,0,1921,1886
suzuki_splash_2010,107,254,107,106,suzuki,splash,2010,suzuki_splash,8,0,876,870
mitsubishi_colt_2009,97,231,96,93,mitsubishi,colt,2009,mitsubishi_colt,10,0,1083,1074
kia_sorento_2004,200,422,198,194,kia,sorento,2004,kia_sorento,16,0,1849,1830
bmw_z4_2013,215,394,211,203,bmw,z4,2013,bmw_z4,15,1,1987,1939
mercedes-benz_r-320_2007,178,426,174,168,mercedes-benz,r-320,2007,mercedes-benz_r-320,4,0,533,524
kia_sportage_2014,86,210,84,84,kia,sportage,2014,kia_sportage,18,3,1485,1472
volkswagen_amarok_2011,89,227,87,82,volkswagen,amarok,2011,volkswagen_amarok,8,0,727,715
audi_rs6_2013,136,260,132,126,audi,rs6,2013,audi_rs6,16,5,1120,1097
mitsubishi_space-star_2013,99,270,99,97,mitsubishi,space-star,2013,mitsubishi_space-star,18,7,1383,1372
mercedes-benz_a-180_2013,168,401,167,161,mercedes-benz,a-180,2013,mercedes-benz_a-180,15,0,1746,1715
mercedes-benz_gle-43-amg_2017,93,263,89,82,mercedes-benz,gle-43-amg,2017,mercedes-benz_gle-43-amg,2,0,190,183
mini_cooper-s_2014,102,238,102,97,mini,cooper-s,2014,mini_cooper-s,17,0,1931,1891
lexus_ct-200h_2012,167,419,166,164,lexus,ct-200h,2012,lexus_ct-200h,8,0,783,774
citroen_c8_2006,148,329,147,136,citroen,c8,2006,citroen_c8,11,0,1198,1179
volkswagen_golf-cabriolet_2012,116,226,115,111,volkswagen,golf-cabriolet,2012,volkswagen_golf-cabriolet,16,8,915,904
chevrolet_cruze_2011,147,374,145,140,chevrolet,cruze,2011,chevrolet_cruze,6,0,802,793
nissan_almera-tino_2004,108,243,107,106,nissan,almera-tino,2004,nissan_almera-tino,6,0,631,627
renault_kadjar_2015,176,455,172,170,renault,kadjar,2015,renault_kadjar,4,0,546,538
honda_accord_2010,94,228,94,93,honda,accord,2010,honda_accord,14,1,1360,1345
smart_fortwo_2015,99,211,99,91,smart,fortwo,2015,smart_fortwo,18,0,2410,2349
hyundai_i30_2016,164,386,160,157,hyundai,i30,2016,hyundai_i30,12,0,1311,1291
bmw_123_2012,78,167,77,71,bmw,123,2012,bmw_123,5,0,631,621
ford_focus_2005,111,210,110,108,ford,focus,2005,ford_focus,18,0,2346,2309
honda_accord_2014,107,241,106,105,honda,accord,2014,honda_accord,14,1,1360,1345
honda_jazz_2004,185,396,182,182,honda,jazz,2004,honda_jazz,16,0,1771,1744
jeep_wrangler_2013,93,242,93,78,jeep,wrangler,2013,jeep_wrangler,18,1,1824,1724
bmw_740_2013,92,261,92,90,bmw,740,2013,bmw_740,10,0,854,844
mercedes-benz_a-150_2004,110,220,106,105,mercedes-benz,a-150,2004,mercedes-benz_a-150,7,0,627,620
dodge_ram_2003,109,206,103,97,dodge,ram,2003,dodge_ram,16,0,2077,2025
toyota_prius_2007,118,285,115,111,toyota,prius,2007,toyota_prius,13,0,1405,1381
jeep_cherokee_2010,86,208,84,79,jeep,cherokee,2010,jeep_cherokee,18,1,1769,1738
nissan_navara_2010,106,255,105,105,nissan,navara,2010,nissan_navara,14,0,1672,1640
citroen_saxo_2003,112,209,109,106,citroen,saxo,2003,citroen_saxo,4,0,435,427
mini_cooper-d-cabrio_2017,111,254,111,109,mini,cooper-d-cabrio,2017,mini_cooper-d-cabrio,8,0,816,809
mitsubishi_l200_2010,138,280,135,133,mitsubishi,l200,2010,mitsubishi_l200,18,0,1943,1907
citroen_ds4_2017,95,231,93,91,citroen,ds4,2017,citroen_ds4,8,0,837,823
mercedes-benz_sprinter_2008,93,270,86,71,mercedes-benz,sprinter,2008,mercedes-benz_sprinter,18,0,1863,1766
seat_ibiza_2018,80,214,77,74,seat,ibiza,2018,seat_ibiza,18,0,2393,2356
citroen_jumpy_2013,84,214,82,78,citroen,jumpy,2013,citroen_jumpy,13,0,1547,1522
ssangyong_rexton_2008,107,225,104,103,ssangyong,rexton,2008,ssangyong_rexton,15,5,1281,1259
bmw_225_2018,82,227,80,80,bmw,225,2018,bmw_225,4,0,404,400
mini_cooper-d-cabrio_2012,87,164,87,82,mini,cooper-d-cabrio,2012,mini_cooper-d-cabrio,8,0,816,809
dodge_ram_2012,98,219,97,95,dodge,ram,2012,dodge_ram,16,0,2077,2025
honda_cr-z_2011,111,255,108,105,honda,cr-z,2011,honda_cr-z,3,0,245,239
